DEVCLASS,COMPONENT,PARENTCL,CTEXT
$ENQ,,,Generated ENQUEUE Function Modules
$GEN,,,
$HV,,,Generated Help View Program
$MC,,,Generated Matchcode Programs/Functions
$TMP,,,Temporary Objects (never transported!)
/1WDA/SWDP_NAMESPACE_TESTS,B200001558,SWDP_TEST,Namespace Tests for Web Dynpro
/1WDA/URD2,B200001491,SWDP_UIE_LIBRARIES,
/ASU/GMT,B200003468,/ASU/MAIN_PACKAGE,ASU: General Maintenance Tool
/ASU/MAIN,B200003468,/ASU/MAIN_PACKAGE,Application-Specific Upgrade
/ASU/MAIN_6X,B200003468,/ASU/MAIN_PACKAGE,Application-Specific Upgrade
/ASU/MAIN_DDIC,B200003468,/ASU/MAIN_PACKAGE,Application-Specific Upgrade: DDIC
/ASU/MAIN_PACKAGE,B200003468,BSTPI_STRUCTURE,Main package for /ASU/
/ASU/STRUCTURE,B200003468,,Structure Package for ASU Development
/ASU/TOOLS,B200003468,/ASU/MAIN_PACKAGE,Application Specific Upgrade: Tools
/ASU/TOOLS_6X,B200003468,/ASU/MAIN_PACKAGE,Application Specific Upgrade: Tools
/ASU/TOOLS_DDIC,B200003468,/ASU/MAIN_PACKAGE,Application Specific Upgrade: Tools DDIC
/B2S/DASHBOARD,B200001818,BSTPI_STRUCTURE,B2S Dashboard APIs
/BDL/BDL3N,B200001818,/BDL/MAIN,Already existing objects of SDCC in release 4*
/BDL/BDL6,B200001818,/BDL/MAIN,Service data download (releaseindependend)
/BDL/MAIN,B200001818,BSTPI_STRUCTURE,Main package for /BDL/
/BDL/STPI_STRUCTURE,B200001818,,Strukturpaket ST-PI
/BDL/TASKMANAGER,B200001818,/BDL/MAIN,Task Manager
/BDL/TASKMANAGER_6XX,B200001818,/BDL/MAIN,Task Manager (Release 6.xx dependent part)
/BDTS/BASE_EXTRACTOR,SAL0000291,/BDTS/MAIN,Base Extractor Package: Business & Data Transformation
/BDTS/COMMON,SAL0000291,/BDTS/MAIN,Common Package: Business & Data Transformation
/BDTS/HOME,SAL0000291,/BDTS/MAIN,Home Package: Testing
/BDTS/MAIN,SAL0000291,BSTPI_STRUCTURE,Main Encapsulated Package: Business & Data Transformation
/BDTS/MASS_EXTRACTOR,SAL0000291,/BDTS/MAIN,Mass Extractor Package: Business & Data Transformation
/BDTS/PRESELECTION,SAL0000291,/BDTS/MAIN,Preselection Package: Business & Data Transformation
/BDTS/PROJECT,SAL0000291,/BDTS/MAIN,Project Package: Business & Data Transformation
/BDTS/UTIL,SAL0000291,/BDTS/COMMON,Util Package: Business & Data Transformation
/BODS/RS_DS_FM_BASIS,SI30000102,PI-FIN-BASIS,SAP DataServices Base Functions
/BODS/RS_DS_FM_BW,SI30000081,BW_EXTERNAL,Data Services BW-Part
/CAUNI/NSMBW,,,Unicenter Management for SAP R/3 Development Class - BW
/CAUNI/SAPJM,,,Unicenter Job Management Adapter for SAP
/CAUNI/SAPJM61,,,Unicenter Job Management Adapter for SAP - 6.x
/CRMMW/ADP,HLB0009110,PI-CRM-BASIS,CRM MW Adapter: Check Functions with Names
/CRYSTAL/BC,BR81000011,BW_BEX,Business Objects Integrated Reporting
/GC1/BASIC_CONTENT,/GC1/ABA0000331,/GC1/MAIN,Garbage Collector Basic Content
/GC1/FRAMEWORK,/GC1/ABA0000331,/GC1/MAIN,Garbage Collector Framework
/GC1/MAIN,/GC1/ABA0000331,FS_TOOLS_ABA,Gargabe Collector (Main Package)
/GC1/TEST2,/GC1/ABA0000331,/GC1/MAIN,
/GRCPI/GRIA_NW_AC,/GRCPI/GO70000001,/GRCPI/GRIA_NW_AC_MAIN,GRCPI AC package for NW
/GRCPI/GRIA_NW_AC_MAIN,/GRCPI/GO70000001,/GRCPI/GRIA_NW_STR,GRCPI AC Main package for NW
/GRCPI/GRIA_NW_AC_SPM,/GRCPI/GO70000001,/GRCPI/GRIA_NW_AC_MAIN,Package for the GRC AC 11.0 SPM
/GRCPI/GRIA_NW_AC_UTILITIES,/GRCPI/GO70000001,/GRCPI/GRIA_NW_AC_MAIN,Access Control GRC Various helping infrastructure for ABAP
/GRCPI/GRIA_NW_PC,/GRCPI/GO70000002,/GRCPI/GRIA_NW_PC_MAIN,GRCPI PC package for NW
/GRCPI/GRIA_NW_PC_MAIN,/GRCPI/GO70000002,/GRCPI/GRIA_NW_STR,GRCPI PC Main package for NW
/GRCPI/GRIA_NW_STR,ABA0000541,,GRCPI Structure Package for NW
/IMO/RS_BCT_IMO_CFS,B750000056,,BW: in-memory optimized Content CFS (Cost Forecst & Sim)
/IMO/RS_BCT_IMO_CFS_B,B750000056,,BW: in-memory optimized Content CFS (Cost Fcst&Sim) (Basis)
/IMO/RS_BCT_IMO_CO,B750000056,,BW: in-memory optimized Content CO (Controlling)
/IMO/RS_BCT_IMO_CO_B,B750000056,,BW: in-memory optimized Content CO (Controlling) (Basis)
/IMO/RS_BCT_IMO_EC,B520000038,,BW: in-memory optimized Content EC (Enterprise Controlling)
/IMO/RS_BCT_IMO_FI,B520000001,/IMO/RS_BCT_STRUPAK,BW: in-memory optimized Content FI (Financial Accounting)
/IMO/RS_BCT_IMO_FI_B,B520000001,/IMO/RS_BCT_STRUPAK,BW: in-memory optimized Content FI (Financial Acc) (Basis)
/IMO/RS_BCT_IMO_GENERAL,ARS0000023,/IMO/RS_BCT_STRUPAK,BW: in-memory optimized Content (general objects)
/IMO/RS_BCT_IMO_GENERAL_B,ARS0000023,/IMO/RS_BCT_STRUPAK,BW: in-memory optimized Content (general objects - basis)
/IMO/RS_BCT_IMO_MM,B520000042,/IMO/RS_BCT_STRUPAK,BW: SAP HANA-optimized Content MM (Material Management)
/IMO/RS_BCT_IMO_MM_B,B520000042,/IMO/RS_BCT_STRUPAK,BW: SAP HANA-optimized Content MM (Basis)
/IMO/RS_BCT_IMO_SD,B520000041,/IMO/RS_BCT_STRUPAK,BW: in-memory optimized Content SD (Sales & Distribution)
/IMO/RS_BCT_IMO_SD_B,B520000041,/IMO/RS_BCT_STRUPAK,BW: in-memory optimized Content SD (Sales & Distr) (Basis)
/IMO/RS_BCT_STRUPAK,ARS0000023,,BW/HANA: in-memory optimized Content
/KINTANA/CTS1,,/KINTANA/ADDON_01,ITG - SAP Extension CTS/tp API by cirrus - www.cirrus.ch
/LIMEB/ACH,HLB0009110,/LIMEB/STRUCTURE,Application Component Hierarchy LIMEB
/LIMEB/AI,/LIMEB/BYC1000003,/LIMEB/STRUCTURE,LIME BPI Application Interface
/LIMEB/STRUCTURE,/LIMEB/BYC1000003,,Structure Package for LIME Basis
/LIMEB/UTIL,/LIMEB/BYC1000003,/LIMEB/STRUCTURE,LIME BPI Utilities
/MAP/D,B750000098,RS_BCT_STRUPAK,BW: Content MAP Events
/MAP/E,B750000098,RS_BCT_STRUPAK,BW: Content MAP Events
/MAP/E_B,B750000098,RS_BCT_STRUPAK_B,BW: Content MAP Events
/MAP/F,B750000098,RS_BCT_STRUPAK,BW: Content MAP Forecast (BPS)
/MAP/M,B750000098,RS_BCT_STRUPAK,BW: Content MAP Forecast Framework
/MAP/M_B,B750000098,RS_BCT_STRUPAK_B,BW: Content MAP Forecast Framework (Basis)
/MAP/P03,B750000100,RS_BCT_STRUPAK,BW: Content Slow Seller Management
/MAP/P03_B,B750000100,RS_BCT_STRUPAK_B,BW: Content Slow Seller Management (Basis)
/MAP/P04,B750000097,RS_BCT_STRUPAK,BW: Assortment Assignment Content
/OSP/BI_REPORT,/OSP/KP80000001,RS_OSP,Office Suite Program - report functionality (Duet)
/OSP/CORE,/OSP/KP80000001,/OSP/MAIN,Office Suite Program - core functionality
/OSP/MAIN,/OSP/KP80000001,/OSP/OSP,Office Suite Program - main package
/OSP/OSP,/OSP/KP80000001,,Office Suite Program
/OSP/REPORT,/OSP/KP80000001,/OSP/MAIN,Office Suite Program - report functionality
/OSP/WORKLIST,/OSP/KP80000001,/OSP/MAIN,Office Suite Program - work list functionality
/POSDW/ERP_XI_PROXY,B750000156,/POSDW/XI_OBSOLETE,
/POSDW/LYLTY_XI_PROXY,B520000055,/POSDW/XI_OBSOLETE,Proxies for Loyalty
/POSDW/XI_OBSOLETE,B750000156,RS_BCT_STRUPAK,XI proxies for the POS DM web services (obsolete)
/RTF/P01,B520000055,RS_BCT_STRUPAK,BW: Content Retail Foundation
/RTF/P01_B,B520000055,RS_BCT_STRUPAK_B,BW: Content Retail Foundation (Basis)
/RTF/P01_EN,B520000055,RS_BCT_STRUPAK,BW: Content Retail Foundation
/RTF/P01_EN_B,B520000055,RS_BCT_STRUPAK_B,BW: Content Retail Foundation (Basis)
/RTF/P02,B520000055,RS_BCT_STRUPAK,BW Content Retail Foundation - Outbound
/RTF/P02_EN,B520000055,RS_BCT_STRUPAK,BW Content Retail Foundation - Outbound (OrgLanguage EN)
/RTF/P02_EN_B,B520000055,RS_BCT_STRUPAK_B,BW Content Retail Foundation - Outbound (OrgLanguage EN) (Ba
/SAPAPO/SCMB_FORECAST,/SCMB/AP91000002,BW_SCM,Forecast
/SAPDMC/LSMW,B200001439,BASIS,Legacy System Migration Workbench
/SAPDS/RS_BASIS,SI30000102,PI-FIN-BASIS,SAP DataServices Base Functions
/SAPPO/ARCHIVING,/SAPPO/ABA0000332,/SAPPO/MAIN,PPO Archiving
/SAPPO/CUSTOMIZING,/SAPPO/ABA0000332,/SAPPO/MAIN,Postprocessing Office - Customizing
/SAPPO/DIALOG,/SAPPO/ABA0000332,/SAPPO/MAIN,Postprocessing Office - Dialog
/SAPPO/FILTER,/SAPPO/ABA0000332,/SAPPO/MAIN,Postprocessing Office: Filter
/SAPPO/MAIN,/SAPPO/ABA0000332,FS_TOOLS_ABA,Postprocessing Office: Main Package
/SAPPO/NOTIF,/SAPPO/ABA0000332,/SAPPO/MAIN,Post-Processing Office: Notifications
/SAPPO/OPH_CORE,/SAPPO/ABA0000332,/SAPPO/ORDER_PROCESSING_HINT,Hint for Processing of PPO Orders - Core
/SAPPO/OPH_CUSTOMIZING,/SAPPO/ABA0000332,/SAPPO/ORDER_PROCESSING_HINT,PPO Hint for Processing PPO Orders - Customizing
/SAPPO/OPH_EDITOR,/SAPPO/ABA0000332,/SAPPO/ORDER_PROCESSING_HINT,PPO Hints for Editing PPO Orders - Editor
/SAPPO/ORDER,/SAPPO/ABA0000332,/SAPPO/MAIN,Postprocessing Office - Order
/SAPPO/ORDER_PROCESSING_HINT,/SAPPO/ABA0000332,/SAPPO/MAIN,PPO Hints for Processing PPO Orders
/SAPPO/ORDER_WORKFLOW,/SAPPO/ABA0000332,/SAPPO/MAIN,Connection of PPO Orders to Workflow
/SAPPO/SAMPLE,/SAPPO/ABA0000332,/SAPPO/MAIN,Postprocessing Office - Implementation Examples
/SAPPO/TEST_DATA,/SAPPO/ABA0000332,/SAPPO/MAIN,
/SAPQUERY/DEMO,HLB0009166,BASIS,SAP Query: Package for Content
/SAPQUERY/FSBP,KFM0000891,FS_BP_ABA,Business Partner FS: Queries
/SAPQUERY/SQUE,HLB0009166,BASIS,SAP Query - Technical Content
/SAPSLL/IF_CORE,HLB0009110,/SAPSLL/IF_CORE_STRUCPACK,Legal Services: Interface: CORE Functions and Services
/SAPSLL/IF_CORE_STRUCPACK,HLB0009110,ABA,Legal Services: CORE Functions and Services
/SAPSMOM/,HLB0009009,BASIS,Joint Venture HDM/SAP: Media Object Manager
/SAPTRAIN/BC400,HLB0009075,SAPBC_MAIN,SAP Training: BC400
/SAPTRAIN/BC405,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC410,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC411,HLB0009075,SAPBC_MAIN,SAP Training: BC411
/SAPTRAIN/BC415,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC420,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC425,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC440,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC460,HLB0009075,SAPBC_MAIN,SAP Training
/SAPTRAIN/BC_DEMO,HLB0009075,SAPBC_MAIN,SAP Training: Demonstration programs for flight data model
/SAPTRAIN/BC_GENERAL,HLB0009075,SAPBC_MAIN,SAP Training: Programs for flight data model
/SAPTRAIN/BC_GLOBAL,HLB0009075,SAPBC_MAIN,SAP Training: Objects for multiple course use
/SAPTRAIN/BC_TOOLS,HLB0009075,SAPBC_MAIN,SAP Training: Flight data model tools
/SAPTRX/AI_AKH,/SAPTRX/AI62000002,/SAPTRX/EM_AI,SCEM Application Interface
/SAPTRX/ASCU,/SAPTRX/AI62000002,/SAPTRX/EM_AI,Application System customizing and communication
/SAPTRX/ATIF,/SAPTRX/AI62000001,/SAPTRX/EM_BASIS,Interface objects for Event Manager and Appl.Srv
/SAPTRX/CUST_AI_A,HLB0009110,/SAPTRX/EM_AI,SCEM AI IMG Structure
/SAPTRX/CUST_AI_U,HLB0009110,/SAPTRX/EM_AI,SCEM AI IMG Documentation
/SAPTRX/EM_AI,/SAPTRX/AI62000001,,Event Manager Application Interface Structure Package
/SAPTRX/EM_BASIS,/SAPTRX/AI62000001,,Event Manager Basis Structure Package
/SCFC/SCM_FC_AKH,/SCFC/AP92000001,PI-FC-BASIS,SCM_FC Application Component Hierarchy
/SCMB/FLOW,/SCMB/BYA1000001,,Document Flow
/SCMB/FLOW_BASIS,/SCMB/BYA1000001,/SCMB/FLOW,Document Flow
/SCMB/FLOW_CUSTOMIZING,/SCMB/BYA1000001,/SCMB/FLOW,Document Flow
/SCMB/FLOW_DISPLAY,/SCMB/BYA1000001,/SCMB/FLOW,Document Flow
/SCMB/FLOW_DOCUMENT,/SCMB/BYA1000001,/SCMB/FLOW,Document Flow
/SCMB/FLOW_NET,/SCMB/BYA1000001,/SCMB/FLOW,Document Flow
/SCMB/SCM_BAS_AKH,/SCMB/AP91000002,/SCMB/FLOW,SCM_BASIS Application Component Hierarchy
/SDF/CALM,/SAPTRX/BYA0000001,/SDF/FRUN,Package for AJM ST PI
/SDF/DB6_INFR,B200001818,/SDF/MAIN,Data Collectors for DB6 - OO
/SDF/DB6_INFR_7X,B200001818,/SDF/MAIN_7X,Data Collectors for DB6 - OO
/SDF/EM_IPA_7X,BYI3000323,/SDF/MAIN_7X,ABAP Instrumentation Platform for Exception Management
/SDF/FRUN,/SAPTRX/BYA0000001,BSTPI_STRUCTURE,FRUN
/SDF/FRUN_AIM,/SAPTRX/BYA0000001,/SDF/FRUN,FRun - Advanced Integration Management
/SDF/FRUN_AJM,/SAPTRX/BYA0000001,/SDF/FRUN,FRUN - Job Management Data collectors extension
/SDF/FRUN_AJM_NEW,/SAPTRX/BYA0000001,/SDF/FRUN,FRUN - Job and Automation Monitoring
/SDF/GP_CONTENT,B200004360,/SDF/MAIN,Guided Procedure and Task Management Infrastructure
/SDF/GSCD,B200001818,/SDF/MAIN,Global Support Customer Development
/SDF/GSCD_6X,B200001818,/SDF/MAIN,Global Support Customer Development
/SDF/INTEGR_VIS,B200001818,/SDF/MAIN,Data collectors ABAP based middleware technologies
/SDF/INVS_MAIN,BIO0000091,/SDF/MAIN,Innovation Discovery
/SDF/MAIN,B200001818,BSTPI_STRUCTURE,Main package for /SDF/
/SDF/MAIN_7X,B200001818,BSTPI_STRUCTURE,Main Package for 7.x developments
/SDF/S4HANA,/SAPTRX/BYA0000001,/SDF/MAIN_7X,Data Collectors for S4HANA - Readiness Check
/SDF/SBLM,BYI3001161,/SDF/MAIN_7X,Custom Code Blacklist Monitor
/SDF/SCMON,B200001818,/SDF/MAIN_7X,Package for SCMON
/SDF/SCMON_API,B200001818,/SDF/SCMON,ABAP Call Monitor: API
/SDF/SCMON_CORE,B200001818,/SDF/SCMON,ABAP Call Monitor: Core
/SDF/SCMON_UI,B200001818,/SDF/SCMON,ABAP Call Monitor: User Interface
/SDF/SCT6,B200001818,/SDF/MAIN,Enable the SMSY to maintain technical communications
/SDF/SCTM,B200001818,/SDF/MAIN,LIS
/SDF/SDS,BYI3001193,/SDF/MAIN_7X,Single Document Search
/SDF/STPI/RI,B200001818,/SDF/MAIN,Release-Independent Basis Add-On SLM
/SDF/STPI_6X,B200001818,/SDF/MAIN,Release 6.XX dependent Basis Addon SLM
/SDF/STPI_7X,B200001818,/SDF/MAIN_7X,7.x developments in ST-PI
/SDF/STPI_DDIC,B200001818,/SDF/MAIN,DDIC for /SDF/STPI Development
/SDF/STPI_STRUCTURE,B200001818,,Strukturpaket /SDF/STPI
/SDF/TMWFLOW,B200001899,BSTPI_STRUCTURE,Services for Change Control
/SDF/WS_MON,B200003189,/SDF/MAIN_7X,Web Service Monitoring
/SDF/ZQLM,B200003189,/SDF/MAIN_7X,Package for SQL Monitor
/SMI/MAIN,B200001818,/SMI/MAIN_PACKAGE,Solution Manager Integration
/SMI/MAIN_PACKAGE,B200001818,BSTPI_STRUCTURE,Main package for /SMI/
/SMI/STRUCTURE,HLB0009110,,Structure Package for SMI Development
/SOMO/JOB_OPT,B200003939,/SOMO/MAIN,Tools for job optimization
/SOMO/MA,B200001818,/SOMO/MAIN,Solution Monitoring
/SOMO/MAIN,/SAPTRX/BYA0000001,BSTPI_STRUCTURE,Main package for /SOMO/
/SOMO/MA_6X_MAIN,B200001818,/SOMO/MAIN,Release >=6.XX: Solution Monitoring: Data Suppliers
/SQLR/MAIN,B200001818,BSTPI_STRUCTURE,Main package for /SQLR/
/SQLR/RI,B200001818,/SQLR/MAIN,SQLR Summary Download
/SSA/,B200004479,,Service Software Addons
/SSF/,B200004479,,Service Software Framework
/VIRSA/ETL,/GRCPI/GO70000001,/VIRSA/ZVIR_STR,Complaince Calibrator ETL
/VIRSA/FF,/GRCPI/GO70000001,/VIRSA/ZVIR_STR,FF Dev Class For Namespace
/VIRSA/MIC,/GRCPI/GO70000001,/VIRSA/ZVIR_STR,SAP CC - MIC Integration
/VIRSA/RT,/GRCPI/GO70000001,/VIRSA/ZVIR_STR,Risk Terminator
/VIRSA/SEC,/GRCPI/GO70000001,,Test
/VIRSA/ZVIR,/GRCPI/GO70000001,/VIRSA/ZVIR_STR,Virsa Tools
/VIRSA/ZVIR_STR,ABA0000541,,Structure Package for SAP GRC Access Controls
ABA,HLB0009110,,Structure Package: Application Basis (SAP_ABA)
ABADR,HLB0006310,ABA_GEN_FIN,Derivation Tool
ABADRG0,HLB0006310,ABA_GEN_FIN,Generated Tables: Derivation Tool
ABAP_EXPIMP,HLB0100065,BASIS,Package for EXPORT IMPORT
ABA_AP,HLB0009110,ABA,AP ABA Main Package
ABA_AUTFLD,/SCMB/AP91000002,ABA,Package for New or Moved Authorization Fields
ABA_GEN,HLB0009110,ABA,ABA (General): Main Package
ABA_GEN_CRM,HLB0009110,ABA_GEN,CRM ABA (General): Main Package
ABA_GEN_ERP,HLB0009110,ABA_GEN,ERP ABA (General): Main Package
ABA_GEN_FIN,HLB0009110,ABA_GEN,FIN ABA (General): Main Package
ABA_GEN_FS,ABA0000322,ABA_GEN,FS: General ABA Package
ABA_GEN_GLO,HLB0009110,ABA_GEN,GLO ABA (General): Main Package
ABA_GEN_GRC,HLB0009110,ABA_GEN,General Package for GRC
ABA_GEN_HCM,HLB0009110,ABA_GEN,HCM ABA (General): Main Package
ABA_GEN_MAN,HLB0009110,ABA_GEN,MAN ABA (General): Main Package
ABA_GEN_OPU,ABA0000642,ABA_GEN,OPU ABA (General): Main Package
ABA_GEN_PLM,HLB0009110,ABA_GEN,PLM: General ABA Package
ABA_GEN_PS,HLB0009110,ABA_GEN,PS ABA (General): Main Package
ABA_GEN_SRM,HLB0009110,ABA_GEN,SRM ABA (General): Main Package
ABA_GEN_UTL,HLB0009110,ABA_GEN,UTL ABA (General): Main Package
ABA_MAIN,HLB0009110,ABA,IM ABA: Main Package
ABA_MAIN_FIN,HLB0009110,ABA_MAIN,Financials IM ABA: Main Package
ABA_MAIN_HCM,HLB0009110,ABA_MAIN,HCM IM ABA: Main Package
ABA_MAIN_PLM,HLB0009110,ABA_MAIN,PLM IM ABA: Main Package
ABA_MAIN_SD,HLB0009110,ABA_MAIN,SD IM ABA: Main Package
ABA_PRODUCT_OBSOLETE,A4C0000261,COM_PRODUCT_BASE,Obsolete Product Parts Still Used
ABA_TECH,HLB0009110,ABA,NW ABA: Main Package
ABA_TOOLS,HLB0100210,ABA_AP,Cross-Application Tools for Structure Packages
ABOJ,ABA0000621,ABA_MAIN,ACH for BOJ
ACAM,HLB0009110,ABA_MAIN,CA Application Components
ACH_CRM,HLB0009110,ABA_GEN_CRM,Customer Relationship Management (CRM) Application Component
ACH_EPM,BRA0000041,BW_EXTERNAL,Package for EPM Components
ACO,HLB0009110,ABA_GEN_PLM,Authorization Check with Access Control Objects
ADDR_PI,HLB0009020,BW_CONTENT,Plug-In Components - Business Address Services
AFX_ARCHIVINGENGINE,ABB0000002,AFX_FRAMEWORK,Archiving: Archiving Engine Prototype
AFX_BUSINESSVIEWENGINE,ABB0000002,AFX_FRAMEWORK,Archiving: Business View Engine
AFX_CUSTOMIZINGSERVICES,ABB0000002,AFX_FRAMEWORK,Archiving: Customizing Services
AFX_FRAMEWORK,ABB0000002,FS_TOOLS_ABA,Archiving Framework
AFX_GENERATOR,ABB0000002,AFX_FRAMEWORK,Archiving Framework: Generator
AFX_GLOBAL,ABB0000002,AFX_FRAMEWORK,Archiving Framework: Global Objects
AFX_TEMPLATES,ABB0000002,AFX_FRAMEWORK,Archiving Framework: Templates
AGS_BPCA_TEST_OBJECTS_EN,B200004349,E2E_TESTING_MAIN,BPCA Test Objects - related to Dev Class E2E_TESTING
AGS_SEA_STPI,B200001518,AGS_SEA_STPI_MAIN,Scope and Effort Analyzer (SEA)
AGS_SEA_STPI_DDIC,B200001518,AGS_SEA_STPI_MAIN,DDIC Elements for AGS_SEA_STPi
AGS_SEA_STPI_MAIN,B200001518,BSTPI_STRUCTURE,Main Package for Scope and Effort Analyzer (SEA)
AGS_SMT_MDC_6XX,B200004348,AGS_SMT_MDC_MAIN,Testing - Meta Data Collection APIs
AGS_SMT_MDC_DDIC,B200004348,AGS_SMT_MDC_MAIN,SM Testing - Meta Data Collection DDIC
AGS_SMT_MDC_MAIN,B200004348,BSTPI_STRUCTURE,SM Testing - Meta Data Collection
AGS_TAO_AGENT,B200004448,AGS_TAO_MAIN,SAP TAO Agent
AGS_TAO_DDIC,B200004448,AGS_TAO_MAIN,SAP TAO DDIC Elements
AGS_TAO_MAIN,B200004448,BSTPI_STRUCTURE,TAO Agent - Main Package
AGS_TST_WEB,B200004448,/SDF/MAIN_7X,TAO
AI_SMUD_PI_DDIC,B200001309,AI_SMUD_PI_MAINPACKAGE,DDIC Elements for SMUD
AI_SMUD_PI_MAIN,B200001309,,Main Package for SMUD  Plugin
AI_SMUD_PI_MAINPACKAGE,B200001309,BSTPI_STRUCTURE,Main Package for SMUD
AI_SMUD_PI_RFC_APIS,B200001309,AI_SMUD_PI_MAINPACKAGE,SMUD RFC APIs
AI_SMUD_PI_RFC_APIS_620,B200001309,AI_SMUD_PI_MAINPACKAGE,Package for SMUD  Plugin (>=6.20)
AI_SMUD_PI_RFC_APIS_700,B200001309,AI_SMUD_PI_MAINPACKAGE,Package for SMUD  Plugin (>=7.00)
AKH_EP,WX60000001,BASIS,ACH: Application Components for EP
AKH_FIN,ABA0000152,ABA_GEN_FIN,Financials (FIN) Application Components
AKH_OPU,ABA0000642,ABA_GEN_OPU,Occasional Platform User (OPU) Application Components
AKH_PLM,HLB0009110,ABA_GEN_PLM,PLM Application Components
ALV_WP30,HLB0006311,WP-PI,Portal ALV
AMYO,HLB0009012,WP-PI,Plug-in: MyObjects
APB,ABA0000411,BASIS,Application Portal Basis
APB_FPM,B200003958,APB,Floorplan Manager
APB_FPM_CONF,B200003958,APB_FPM,FPM: Configuration Editor
APB_FPM_CORE,B200003958,APB_FPM,Floorplan Manager (Framework)
APB_FPM_DEMO,B200003958,APB_FPM,Floorplan Manager (Examples and Demo applications)
APB_FPM_DEMO_EXT,B200003958,APB_FPM_DEMO,Floorplan Manager: Applications for external Demos
APB_FPM_DEMO_SCENARIO,B200003958,APB_FPM_DEMO,Floorplan Manager: Demo Scenario
APB_FPM_GUIBB,B200003958,APB_FPM,Generic UI building blocks
APB_FPM_HCT,B200003958,APB_FPM,Harmonized Configuration Tool
APB_FPM_TEST,B200003958,APB_FPM,Floorplan Manager (Test applications)
APB_FPM_TEST_ECATT,B200003958,APB_FPM,ECATT Tests
APB_ISR,B200003448,APB,Internal Service Request on ABA
APB_LAUNCHPAD,B200003448,APB,Launchpad (generic functions)
AP_AKH,ABA0000311,ABA_AP,ACH for Application Platform
AP_SICF,ABA0000311,ABA_AP,SICF Nodes/Directory Structure for AP
AQBW,HLB0100455,BW_SAPI,SAP Query Connection for BW
ARFA_ARCHIVING_BVIEW_PLATFORM,KBI0000083,FS_ARCHIVING_ENGINE,Archiving Business View Platform
ARFA_ARCHIVING_COCKPIT,KBI0000083,FS_ARCHIVING_ENGINE,Archiving Cockpit
ARFA_ARCHIVING_ENGINE,KBI0000083,FS_ARCHIVING_ENGINE,Archiving Engine
ARFA_ARCHIVING_FACTORY,KBI0000083,FS_ARCHIVING_ENGINE,Archiving Factory
ARFA_ARCHIVING_FACTORY_API,KBI0000083,FS_ARCHIVING_ENGINE,Programming Interface for Factory
ARFA_ARCHIVING_HDS,KBI0000083,FS_ARCHIVING_ENGINE,Connection to HDS
ARFA_ARCHIVING_METADATA,KBI0000083,FS_ARCHIVING_ENGINE,Archiving Metadata
ARFA_ARCHIVING_METRIC,KBI0000083,FS_ARCHIVING_ENGINE,Metric Definition Tool
ARFA_ARCHIVING_MIGRATION,KBI0000083,FS_ARCHIVING_ENGINE,Migration Tool for Archiving Engine
ARFA_ARCHIVING_PARALLEL,KBI0000083,FS_ARCHIVING_ENGINE,Archiving Parallel Processing
ARFA_ARCHIVING_TEST,KBI0000083,FS_ARCHIVING_ENGINE,Test Application
ASU1,HLB0009110,,ASU: General coding Application Specific Upgrade
ASU_MAIN,B200003468,/ASU/MAIN_PACKAGE,Application-Specific Upgrade
BAC,HLB0006312,ABA_GEN_FIN,Interface Repository in ABA: Accounting - General
BACTEXP,HLB0100231,ABA_GEN_HCM,Functions for Offline Travel and Time Sheet Manager
BALE,B200000068,ABA_TECH,Application Link Enabling
BALI,B200000102,ABA_TECH,Application Link Enabling: IDOC Handling
BALV_ADDON,HLB0100210,FS_BALV_ADDON,Additional Functions with ALV Grid
BANK_CHDOC_TOOL,KBI0000042,FS_CHDOC,Change Document Tool IBS FS
BANK_JOB_SERVICE,ABA0000192,FS_FND_JOB_SERVICES,Service Modules for FS Reports
BANK_PP_JOBCTRL,ABA0000192,FS_PPF,Parallel Processing and Job Control
BANK_TMC,KBI0000042,FS_TMPSM,System Time Simulation
BANK_TMPSM,KBI0000042,FS_TMPSM,Time Stamp Management
BASIS,HLB0009009,,BASIS Structure Package
BBP_WS_BASIS,ABA0000293,ABA_GEN_SRM,Web Services: Basic Functions
BBTE,HLB0100210,ABA_GEN_FIN,Business Transaction Events (Open FI)
BC,ABA0000103,ABA_MAIN_PLM,Cross-Application Objects PP/PS
BCATX,HLB0100231,ABA_MAIN_HCM,DB Enhancements for the Cross-Application Time Sheet (CATS)
BCA_ARCHIVING_CORE,ABB0000002,AFX_FRAMEWORK,Archiving Objects: Interface Problems
BCA_ARCHIVING_RELEASELOG,ABA0000191,FS_RELEASE,Archiving Class for Release Log
BCA_RELEASE,ABA0000191,FS_RELEASE,Release Tool
BCA_RELEASE_WORKFLOW,ABA0000191,FS_RELEASE,Workflow Developments for Release Tool
BCL,HLB0006402,ABA_MAIN_PLM,Cross-application objects classification
BCST,HLB0006311,ABA_MAIN,Consulting Service: Conversion Tools for Logical Conversions
